"","ID","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILLPCA1","BILLPCA2","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","default.payment.next.month"
"15924",15924,410000,"2","1","1",37,0,0,0,0,0,-1,-48756.166945129,24291.1032005643,5000,15014,5034,10006,1433,371,"0"
"15925",15925,60000,"2","2","1",31,0,0,2,2,2,2,-10622.2802407988,-15173.3545248154,4000,0,3700,0,5000,2000,"1"
"15926",15926,30000,"2","2","2",31,-2,-2,-2,-2,-2,-2,-110707.185535647,-1602.24528196806,0,0,0,0,0,0,"0"
"15927",15927,320000,"2","2","1",32,0,0,0,0,0,0,63369.6085094573,31356.6902565257,5800,9805,5006,3704,12860,13201,"0"
"15928",15928,80000,"2","2","1",32,-1,-1,-1,0,0,-1,-96760.18898256,117.146674929423,4000,6881,5003,3000,3063,0,"0"
"15929",15929,210000,"2","2","1",32,0,0,0,0,-1,-1,288573.004232952,58583.0161691325,8438,10000,10000,84890,2948,3497,"0"
"15930",15930,60000,"2","2","1",32,2,2,2,2,2,2,-56411.5906955587,-8620.68411326022,1700,1500,1000,1000,1000,0,"1"
"15931",15931,310000,"2","2","1",29,-2,-2,-2,-2,-2,-2,-99361.8390719169,5951.70649248028,1062,8805,3087,0,0,3240,"0"
"15932",15932,130000,"2","2","2",25,-2,-1,0,0,0,0,104267.060468163,-70668.3311394682,77817,79000,3382,103001,6000,4514,"0"
"15933",15933,60000,"2","2","2",26,0,0,0,0,0,0,-5289.68344528284,18052.8082314533,2400,2050,2011,1200,1400,1200,"0"
"15934",15934,30000,"2","2","2",29,0,0,0,0,0,0,-68559.6138001256,15094.4455691703,1414,1415,1002,200,104,0,"0"
"15935",15935,150000,"2","2","2",25,-1,-1,-1,-1,0,-1,-101200.663673412,-8591.78429751641,1041,2021,4495,10650,525,0,"0"
"15936",15936,30000,"2","2","1",25,2,2,2,2,2,2,-39013.1264343978,-10141.8221027747,0,3600,0,2800,0,1080,"1"
"15937",15937,130000,"2","2","2",42,0,0,0,-1,-1,-1,-17809.6775517998,44266.7550603477,5026,5000,21000,858,2160,200,"0"
"15938",15938,50000,"2","2","2",26,1,2,2,2,2,3,-59650.5864369838,-9546.87458133784,2900,700,1000,2970,0,0,"0"
"15939",15939,170000,"2","2","2",27,0,0,0,0,0,0,-17002.1066229166,70427.6515108634,8000,2000,1000,1000,2000,1000,"0"
"15940",15940,30000,"2","2","1",32,1,3,2,0,0,2,-43353.9679674703,-8444.17771196656,0,0,1758,2332,0,1400,"1"
"15941",15941,250000,"2","3","1",32,-1,-1,-1,-1,-1,-1,-108615.866745536,-1805.52975100739,860,860,860,440,1280,440,"0"
"15942",15942,110000,"2","2","2",32,3,2,0,0,0,0,114450.562258035,12126.2063990774,0,5100,3411,3003,3000,3001,"0"
"15943",15943,160000,"2","1","2",29,0,0,-1,0,0,0,60574.6354203738,-107099.307916983,1450,101505,3600,3700,3800,3500,"0"
"15944",15944,340000,"2","1","2",33,0,0,2,0,0,2,45287.5480284843,-9804.04700610433,8100,0,5000,5000,0,10000,"0"
"15945",15945,1e+05,"2","3","1",36,0,0,0,0,0,0,122229.97121524,-2066.67270737488,3830,4100,4510,3186,2886,3020,"0"
"15946",15946,230000,"2","2","2",28,0,0,0,0,0,0,35851.2003121545,-13188.7539123353,2500,2500,3000,2000,4000,2000,"0"
"15947",15947,2e+05,"2","1","1",31,-2,-2,-2,-2,-2,-2,-110707.185535647,-1602.24528196806,0,0,0,0,0,0,"0"
"15948",15948,30000,"2","2","1",30,3,2,2,7,7,7,-104851.191196697,-2099.99666227358,0,0,0,0,0,0,"1"
"15949",15949,120000,"2","2","2",30,0,0,0,0,0,0,172768.603379432,-33015.5111221016,5555,5847,5800,4445,4700,4500,"0"
"15950",15950,120000,"2","2","2",28,0,0,0,0,0,0,53331.4305697295,-16117.0557779506,2400,3040,2400,2500,2450,2500,"0"
"15951",15951,50000,"2","2","1",31,1,3,2,0,0,0,-35160.4672806428,23230.9586286263,0,507,1300,1000,700,771,"1"
"15952",15952,20000,"2","3","2",31,0,0,0,0,0,0,-100738.543543114,-1056.76344917282,1028,1032,1000,72,369,0,"0"
"15953",15953,5e+05,"2","2","2",30,0,0,0,0,0,0,79593.0574697678,4574.62189804343,25464,43095,7522,9065,8841,12000,"0"
"15954",15954,1e+05,"2","1","2",31,1,-2,-1,-1,0,0,-109318.367896257,-3276.21093775802,0,2220,1480,740,0,2931,"0"
"15955",15955,50000,"2","1","2",38,2,2,2,0,0,0,-55511.0172379397,-8567.60715778796,1400,0,1376,1000,2000,0,"1"
"15956",15956,210000,"2","1","2",30,0,0,0,0,0,0,-91500.1796140605,-2013.86612260456,2000,2500,2000,1000,4000,4000,"0"
"15957",15957,50000,"2","2","1",30,0,0,0,-2,-2,-2,-65431.0133259349,46444.0188188414,2400,0,0,0,0,0,"0"
"15958",15958,2e+05,"2","3","1",29,2,2,2,2,0,0,211888.272549582,-35696.6153970222,6000,4600,0,4800,13700,500,"1"
"15959",15959,150000,"2","2","2",27,-1,-1,-1,-1,-1,0,-63563.6455580045,-57347.6051584049,3384,1555,2126,60092,3000,3000,"0"
"15960",15960,50000,"2","2","1",34,2,0,0,2,2,0,37840.8103410382,-9638.62248426836,2151,10000,2100,0,2000,1861,"1"
"15961",15961,3e+05,"2","1","2",30,0,0,0,0,0,0,344826.125847406,19515.1353230225,8000,20219,7500,6500,7500,6000,"0"
"15962",15962,120000,"2","1","2",31,-1,-1,-1,-1,-1,0,-109819.251950732,-1810.16552791075,316,316,316,632,0,316,"0"
"15963",15963,190000,"2","2","2",36,0,0,0,0,0,0,338834.203419022,-25096.2174002748,8197,8400,6486,6046,6069,5626,"0"
"15964",15964,70000,"2","2","1",35,0,0,0,0,0,0,56966.0580613033,-17784.7554294738,3001,3052,3348,2617,2840,2674,"0"
"15965",15965,50000,"2","2","1",39,2,2,2,2,0,0,36773.4485180094,24484.5289073734,4725,1400,0,1545,2022,51000,"1"
"15966",15966,50000,"2","2","2",38,0,0,0,0,0,2,-54772.7803607047,2465.23246074971,1655,1675,15000,2610,0,2000,"0"
"15967",15967,80000,"2","3","1",38,0,0,0,2,0,0,73218.9483224801,6631.550141603,2925,12265,9,1737,1760,1882,"0"
"15968",15968,30000,"2","2","3",35,0,0,0,0,0,0,-42646.0102893504,-10618.4494380163,1440,1750,1390,764,1000,850,"1"
"15969",15969,140000,"2","2","1",41,0,0,0,0,0,2,1110.89504748331,-18604.7887367576,2500,2100,2000,6000,0,2000,"0"
"15970",15970,20000,"2","3","1",49,1,2,3,2,0,0,-61897.4615014189,-5397.93344510192,3186,0,0,0,0,0,"1"
"15971",15971,30000,"2","2","1",38,0,0,0,-2,-2,-2,-106379.283741693,3185.11506022976,1007,0,0,0,0,0,"1"
"15972",15972,260000,"2","3","1",44,0,0,0,0,0,0,194615.754768246,11822.7722026594,5100,5300,4303,3600,4000,4000,"0"
"15973",15973,30000,"2","1","1",48,0,0,0,2,2,2,-41563.788566908,-11455.338471895,2000,4000,0,2400,0,1500,"1"
"15974",15974,50000,"2","2","2",41,1,2,0,0,0,0,-21876.8992457522,17194.5882420203,0,2000,2537,1500,1500,1500,"1"
"15975",15975,50000,"2","2","1",35,0,0,0,0,0,0,-56471.6712553209,-16446.8437787185,2000,10000,1500,1000,1000,1500,"0"
"15976",15976,60000,"2","3","1",35,1,2,0,0,2,0,-73083.4401948561,-14374.4353814045,0,5000,5000,0,2000,1000,"1"
"15977",15977,50000,"2","2","1",48,1,2,0,0,0,0,-64302.6297509693,-6225.52085461872,0,2000,1500,1000,2000,1000,"1"
"15978",15978,80000,"2","2","1",38,0,0,0,0,0,0,24460.2367928992,20423.9476552547,3133,2132,1650,2000,1503,1505,"0"
"15979",15979,80000,"2","2","1",41,0,0,0,0,0,2,70663.4625691973,647.595672339239,3452,4066,3469,4630,0,2500,"1"
"15980",15980,1e+05,"2","3","1",40,0,0,0,0,0,0,2961.35317620053,-14005.7473228427,2038,1994,1457,1205,1162,1131,"0"
"15981",15981,30000,"2","3","1",37,1,2,2,2,0,0,-57073.8760417533,11650.3150023476,0,3313,108,299,325,0,"0"
"15982",15982,30000,"2","2","1",49,0,0,0,0,2,2,-46640.9456229825,-11458.843287551,1386,1422,2626,0,2351,1033,"0"
"15983",15983,30000,"2","3","1",46,0,0,0,0,0,2,-81133.9332449798,-7922.77917803416,1181,1201,1215,1284,490,0,"0"
"15984",15984,50000,"2","2","1",31,2,4,3,2,0,0,-88656.3167327634,8551.27812199376,0,3,17,0,0,0,"1"
"15985",15985,240000,"2","2","2",48,0,0,0,0,0,0,423310.571210809,-7153.87834609422,9454,10128,8012,6500,7000,7000,"1"
"15986",15986,30000,"2","3","1",44,1,-2,-2,-2,-2,-1,-110573.374441461,-1795.50528699142,0,0,0,0,379,0,"0"
"15987",15987,240000,"2","2","2",35,0,0,0,-2,-2,-2,-97962.9374723464,12165.8914339577,1005,0,0,0,0,0,"0"
"15988",15988,50000,"2","2","2",31,2,2,2,2,2,2,-35207.2459236062,-11050.9157565411,1900,1600,1500,1300,1300,1500,"1"
"15989",15989,70000,"2","1","2",23,0,0,0,0,0,0,-61111.097326815,-41485.974154273,1145,1188,1500,36000,2000,1668,"1"
"15990",15990,80000,"2","3","1",28,0,0,0,0,0,0,33733.7985552107,5281.46677500987,2300,2809,2104,1708,1768,1807,"0"
"15991",15991,120000,"2","2","2",30,0,0,0,2,2,0,141571.087331342,-29368.4275867689,5600,6800,7300,0,4600,3400,"0"
"15992",15992,1e+05,"2","3","1",32,0,0,2,2,2,2,-20928.4900275222,-14251.1689216287,5884,0,2270,1300,3000,1700,"0"
"15993",15993,50000,"2","2","1",44,0,0,-2,-2,-2,-2,-88487.3186648584,25882.7990147496,0,0,0,0,0,0,"0"
"15994",15994,320000,"2","2","1",39,-1,-1,-1,-1,-1,0,-65006.1179407644,-4287.34095016552,3336,7210,6091,24641,30000,5645,"0"
"15995",15995,220000,"2","1","1",36,0,0,0,0,0,0,396228.12876858,-30133.1470562072,7800,9639,7123,7162,7419,7462,"0"
"15996",15996,140000,"2","1","2",33,0,0,0,0,0,0,108288.77709137,-23661.9856758345,5000,5000,5000,5000,3500,3500,"0"
"15997",15997,140000,"2","1","1",37,0,0,0,0,0,0,204278.450730196,-4634.29589348179,4849,6703,6120,4015,4042,4057,"1"
"15998",15998,50000,"2","2","2",24,-2,-2,-1,2,2,0,-53033.3471216413,-44479.7967477136,0,37111,1307,0,1509,1388,"0"
"15999",15999,60000,"2","1","2",25,-1,2,-1,-1,-1,-1,-109681.107375524,-1891.70103843223,0,269,269,0,1526,0,"1"
"16000",16000,90000,"2","2","2",47,0,0,0,0,0,0,19854.7575072386,42880.1691413682,3274,2271,1400,1000,1000,1000,"0"
"16001",16001,20000,"2","2","3",44,3,2,2,7,7,7,-104851.191196697,-2099.99666227358,0,0,0,0,0,0,"1"
"16002",16002,130000,"2","2","2",29,0,0,2,0,0,0,7174.14563398977,-17727.2874689802,19000,0,10000,10000,10000,10000,"0"
"16003",16003,80000,"2","2","1",34,1,2,2,2,0,0,55070.8755118371,34892.4979089756,3808,2804,30,1108,1108,1133,"1"
"16004",16004,230000,"2","2","1",37,0,0,0,0,0,0,194894.03297372,-24860.6345788279,4500,4600,4389,4697,4800,4000,"0"
"16005",16005,180000,"2","2","1",29,0,0,0,0,0,0,-46845.057042895,-7433.98928901491,1800,1800,1500,1056,950,1000,"0"
"16006",16006,20000,"2","2","2",34,0,-1,-1,-2,-2,-2,-101520.074403145,9285.40225248802,3077,19837,0,15846,2000,0,"0"
"16007",16007,210000,"2","2","1",34,0,0,0,0,2,0,-61678.6629554603,-32563.2672319469,1283,20000,6071,0,1107,1114,"0"
"16008",16008,70000,"2","2","2",22,2,2,2,2,0,0,45553.7562586537,5124.74581409619,3500,3300,0,2000,2000,2000,"0"
"16009",16009,50000,"2","1","2",22,0,0,0,0,0,0,-67562.6724556721,-7349.09247195919,2250,1587,1259,765,773,476,"0"
"16010",16010,140000,"2","2","1",30,0,0,0,0,0,2,104302.781799022,-6897.92028151561,4000,3000,4000,7000,0,4000,"0"
"16011",16011,1e+05,"2","2","1",32,0,0,0,0,0,0,-53215.7955502844,6955.6653350583,2007,2049,1045,23610,4000,1000,"0"
"16012",16012,80000,"2","2","2",37,-2,-2,-2,-2,-2,-2,-106465.116989718,3034.04109014215,3946,0,0,0,0,0,"0"
"16013",16013,3e+05,"2","1","1",36,1,-2,-2,-2,-1,0,-109161.325197572,-3676.39254212607,0,0,0,1894,500,4662,"0"
"16014",16014,2e+05,"2","3","2",26,-1,-1,0,0,-1,-1,-108003.668724672,-2551.12184467899,0,15,1000,2000,1191,866,"0"
"16015",16015,1e+05,"2","2","2",29,-1,-1,-1,-2,-2,-2,-110173.575807133,-1035.09276228239,600,0,0,0,0,0,"0"
"16016",16016,50000,"2","2","1",45,0,0,0,0,0,0,-15590.7086156689,15156.7536802437,1721,2321,1660,3000,1004,1003,"0"
"16017",16017,140000,"2","3","1",47,6,5,4,3,2,0,206589.587073048,25611.0002002797,0,0,0,0,3000,2000,"0"
"16018",16018,50000,"2","2","1",28,0,0,0,0,0,0,-23039.5244407062,7427.28824834699,2100,2021,1500,1009,1000,1000,"0"
"16019",16019,5e+05,"2","1","2",28,0,0,0,0,0,0,256604.264490553,28744.8148614635,10042,8048,20141,10000,12000,15000,"0"
"16020",16020,360000,"2","2","2",31,-2,-2,-2,-2,-2,-1,-105809.051915018,-475.764810713892,2668,3000,7,0,3507,2500,"0"
"16021",16021,240000,"2","2","2",34,1,-2,-2,-2,-2,-2,-110731.58551206,-1600.17131788345,0,0,0,0,0,0,"0"
"16022",16022,2e+05,"2","1","1",35,-1,-1,2,-1,-1,-1,-109586.596464734,-1629.02600135872,734,0,424,424,424,608,"0"
"16023",16023,280000,"2","1","1",35,0,0,0,0,0,0,313644.587530381,137155.653957608,9604,53459,4000,4000,5000,4000,"0"
"16024",16024,330000,"2","1","1",36,1,-2,-2,-1,-1,-1,-109172.479760978,-3662.00424002707,0,0,469,150,3661,3800,"0"
"16025",16025,1e+05,"2","3","2",32,0,0,0,0,0,0,28629.2286276384,44208.6006407209,23591,2116,1400,1165,588,639,"0"
"16026",16026,30000,"2","3","1",35,1,2,2,-2,-1,3,-103019.726780808,6100.31212479952,0,0,0,600,0,0,"1"
"16027",16027,130000,"2","2","2",37,2,0,0,0,0,0,147705.197974855,20444.7312353522,5940,4700,4433,3100,3300,3200,"1"
"16028",16028,30000,"2","2","2",41,1,2,0,0,0,0,-60206.7570239396,4374.04569824211,0,1600,1500,1000,1720,0,"0"
"16029",16029,50000,"2","3","3",43,1,2,2,0,0,0,-65859.9614940592,-5470.12092945745,1400,0,1289,800,1000,1000,"1"
"16030",16030,80000,"2","2","1",39,1,-1,-1,2,2,2,-108237.758361283,-2852.40523278995,174,2071,150,0,931,0,"1"
"16031",16031,570000,"2","1","2",30,0,0,0,-1,0,-1,341582.498847549,242809.903167784,50468,33372,74085,290,51107,41791,"0"
"16032",16032,20000,"2","2","1",32,1,2,2,2,0,0,-59839.3929157578,-17140.1354341491,0,3200,0,700,700,500,"0"
"16033",16033,90000,"2","2","2",35,0,0,0,0,0,0,-41057.553638253,-3547.73899966697,1500,1509,1400,1000,1100,1000,"0"
"16034",16034,150000,"2","3","1",43,0,0,0,2,2,0,180432.972745033,12663.907932215,6000,10700,1600,0,2800,2500,"1"
"16035",16035,110000,"2","2","1",41,0,0,0,0,0,0,212748.328822431,101991.767336661,6071,5070,3362,1755,2000,2000,"0"
"16036",16036,170000,"2","3","1",37,1,2,0,0,0,0,-35148.5517615091,-5741.67395513857,3,2008,5000,2037,2029,2008,"0"
"16037",16037,90000,"2","2","2",26,0,0,0,0,0,0,8344.88869590903,-3192.98272238891,2000,2100,2500,1650,2000,2000,"0"
"16038",16038,110000,"2","2","2",26,0,0,0,0,0,0,6169.78377313924,-16490.11780684,2000,2000,2000,2000,2000,2500,"0"
"16039",16039,20000,"2","2","1",28,-1,2,2,-2,-2,-2,-108980.800042876,260.713525329735,0,0,0,0,0,0,"0"
"16040",16040,2e+05,"2","2","1",31,3,2,2,2,2,2,-98507.1973295007,-2639.22732427123,0,0,0,0,0,0,"1"
"16041",16041,50000,"2","2","1",34,0,0,0,0,0,0,-2483.00335272364,7612.66074688843,2000,2200,2270,1204,1300,1238,"0"
"16042",16042,50000,"2","3","1",45,0,0,0,0,0,0,-56462.3584815445,-6066.80254611909,1324,1351,1664,797,825,1030,"0"
"16043",16043,30000,"2","3","1",46,-1,-1,-1,2,0,0,-82113.0634688917,-23495.8203728723,8848,5869,0,26965,1066,3196,"0"
"16044",16044,50000,"2","3","1",46,-1,-1,-1,-1,-1,-1,-109717.169425996,-1771.57780016993,0,1271,949,110,0,558,"1"
"16045",16045,80000,"2","3","1",26,0,0,0,2,2,0,-85285.3557189406,-8446.78439441024,2000,3100,1000,0,1000,2000,"0"
"16046",16046,160000,"2","1","2",26,-1,0,0,0,0,-2,115349.200744178,137660.903511435,5937,5000,1417,0,0,0,"0"
"16047",16047,10000,"2","2","2",40,-2,-2,-2,-1,-1,-1,-110612.237235422,-1715.80159416459,0,0,30,300,1000,2000,"1"
"16048",16048,20000,"2","2","2",26,1,2,2,0,0,0,-67239.7713948404,-4210.04689675277,1293,0,1281,771,640,790,"0"
"16049",16049,70000,"2","1","1",34,0,0,0,0,0,0,-6531.47274032829,-14533.3108119705,1668,1750,2023,1600,1850,5800,"0"
"16050",16050,110000,"2","3","3",37,2,0,0,0,0,0,42228.3817682044,-6924.74303093638,2293,2255,2139,2097,2174,2200,"0"
"16051",16051,150000,"2","2","1",45,-1,-1,-1,-2,-2,-2,-90268.2805197275,25035.8914209957,18552,18267,16142,5880,13707,1088,"0"
"16052",16052,5e+05,"2","1","1",39,0,0,0,0,0,0,953235.703507653,-104344.164391089,39432,20000,20000,20000,20000,20000,"0"
"16053",16053,30000,"2","2","1",48,2,2,2,2,2,0,-38125.0069895777,-8964.102999415,1900,0,3000,0,1500,2000,"1"
"16054",16054,160000,"2","3","1",46,-1,-1,-1,0,-1,-1,-93023.5795636257,10133.605777462,2343,4856,1000,3995,842,26313,"0"
"16055",16055,3e+05,"2","2","1",36,-1,-1,-2,-1,-1,-1,-14774.6125167874,3438.08168758458,1443,41071,58995,24713,28948,7210,"0"
"16056",16056,2e+05,"2","3","1",46,-1,0,0,0,0,0,212813.518812179,133.396895829828,5216,8000,20000,15653,3793,10000,"0"
"16057",16057,50000,"2","2","2",35,0,-1,0,0,0,-2,-107014.374031243,-403.480473161497,1000,1050,1000,0,1000,0,"0"
"16058",16058,80000,"2","2","2",29,0,0,0,0,0,0,-15780.3760080491,19100.9634185124,2000,2000,2000,1100,1000,1100,"0"
"16059",16059,140000,"2","2","2",29,0,0,2,0,0,0,145411.376277449,14388.3907346631,6504,4000,4500,3500,4000,3500,"0"
"16060",16060,60000,"2","3","1",32,0,0,0,0,0,0,5198.37079672775,31478.0577812169,3000,3490,1794,1311,953,1390,"1"
"16061",16061,50000,"2","3","1",47,0,0,2,2,2,2,-46978.1785743247,-3683.0072365723,4881,0,4087,0,1798,0,"0"
"16062",16062,30000,"2","2","2",39,0,0,0,0,0,0,-38166.7656942992,-6769.21121641338,1500,1518,1439,1017,1032,1367,"0"
"16063",16063,80000,"2","2","1",45,0,0,0,0,0,0,-42632.5457121142,-6205.30282632816,1442,1459,1500,1000,1003,1100,"0"
"16064",16064,50000,"2","2","1",43,1,2,0,0,0,0,9585.73005841295,-10942.8683126712,4,1939,2000,1700,1750,5430,"0"
"16065",16065,90000,"2","2","2",39,-1,2,-1,-1,0,0,-107772.641218513,-420.425961023408,0,1062,1062,0,0,0,"0"
"16066",16066,120000,"2","2","1",46,0,0,0,0,0,0,61445.9010531782,4486.81806386687,3458,2519,2158,2151,2368,2197,"0"
"16067",16067,50000,"2","2","1",39,3,3,2,0,0,0,-10334.8177334007,21121.3896566571,0,0,5000,3000,1000,2000,"1"
"16068",16068,80000,"2","2","2",31,0,0,2,2,0,0,81991.5966933111,-17970.8290184984,7000,3000,0,3000,3100,5900,"0"
"16069",16069,160000,"2","1","1",31,-1,-1,-1,-1,-2,-2,-103932.890561721,1050.61355219101,0,12548,0,0,0,0,"0"
"16070",16070,140000,"2","2","2",33,-1,-1,-1,-1,-1,-1,-104135.377052368,-653.608329255512,316,13816,316,316,316,316,"0"
"16071",16071,50000,"2","2","1",33,0,0,0,0,0,0,-61109.9129641208,11976.999429214,2659,2917,4600,1000,5200,0,"0"
"16072",16072,50000,"2","2","1",35,0,0,0,0,0,0,-38429.619775149,21337.7218661457,5000,3000,2000,500,2000,5000,"0"
"16073",16073,50000,"2","3","2",40,0,0,0,0,0,0,-53987.1666897382,1406.9276708947,15000,10000,5000,1500,800,2000,"0"
"16074",16074,360000,"2","2","1",47,-1,-1,-1,-1,0,0,-59254.0584042798,-45353.72435987,3620,7656,56397,0,0,12117,"0"
"16075",16075,120000,"2","2","1",38,0,0,0,0,0,2,-52581.6100282846,28358.421702481,1667,1967,1650,500,0,1500,"0"
"16076",16076,160000,"2","3","1",38,2,2,2,2,0,0,165590.572213849,-17873.3463032891,6000,5500,0,3700,3200,3400,"1"
"16077",16077,1e+05,"2","2","1",42,0,0,0,0,0,0,-88119.9681245596,-4933.48930465747,1140,1164,1139,331,350,500,"0"
"16078",16078,110000,"2","2","1",46,0,0,0,0,0,2,115899.453772647,17951.3716056667,5604,4661,3560,4915,0,3000,"0"
"16079",16079,3e+05,"2","3","2",30,-2,-2,-2,-2,-2,-2,-110707.185535647,-1602.24528196806,0,0,0,0,0,0,"1"
"16080",16080,110000,"2","2","2",31,0,0,0,0,0,0,106519.449237461,-2357.77605379386,4300,4295,3000,2887,3000,3034,"0"
"16081",16081,220000,"2","1","1",31,0,0,0,0,0,0,74262.506468692,-27904.0988171977,7500,3500,4000,3500,4000,3000,"0"
"16082",16082,1e+05,"2","2","2",31,0,0,0,0,0,0,71576.3131311311,-23428.2572484074,1746,1792,1828,1855,2121,2100,"0"
"16083",16083,50000,"2","2","2",28,2,2,0,0,0,-2,-88977.1816441856,13478.0032587694,14,1505,2000,0,0,0,"0"
"16084",16084,140000,"2","2","2",28,1,2,2,2,-2,-2,-104924.213463529,3236.01558613353,2000,0,0,0,0,0,"0"
"16085",16085,50000,"2","2","1",43,-1,-1,-1,-1,0,0,-76520.9155891464,-12248.0277068902,12724,11022,22264,378,258,5380,"0"
"16086",16086,30000,"2","3","1",28,0,0,0,0,0,0,-77718.9225048641,-2036.53734621183,2000,1307,2000,252,249,100,"1"
"16087",16087,170000,"2","2","2",30,0,0,0,0,0,0,117528.369474422,-24871.2634803542,5000,5000,5000,5000,4400,3000,"0"
"16088",16088,260000,"2","2","1",32,-2,-2,-2,-2,-2,-2,-109115.005076387,-2304.3136121631,0,0,0,1178,1692,810,"1"
"16089",16089,290000,"2","2","1",33,-2,-2,-2,-2,-2,-2,-106485.765967127,-1363.76081433216,1298,2369,1298,1298,1623,1275,"1"
"16090",16090,80000,"2","2","2",37,2,0,0,-2,-2,-2,-64699.7015780249,47347.5369712271,2000,0,0,0,0,0,"1"
"16091",16091,160000,"2","2","1",35,2,-1,-1,-1,-1,-1,-108661.378034931,-1829.52365775807,776,1172,380,776,1172,380,"0"
"16092",16092,1e+05,"2","1","1",40,2,2,0,0,2,0,86922.6150806938,19168.1693410187,0,2924,5226,0,2278,2292,"1"
"16093",16093,40000,"2","2","1",37,2,2,2,2,2,0,-45475.7556272141,-9250.63107937771,1500,0,2900,0,1100,2400,"1"
"16094",16094,290000,"2","1","2",35,0,0,0,0,0,0,365919.927321589,-47039.4432490525,8100,7000,8400,7000,7500,7500,"0"
"16095",16095,160000,"2","2","2",42,1,2,2,0,0,0,176360.150924891,28926.5419751539,4462,0,4385,3639,3762,3800,"1"
"16096",16096,140000,"2","2","1",36,1,2,3,2,0,0,19541.6357591625,12692.0185226411,5200,0,0,3009,1000,94000,"0"
"16097",16097,80000,"2","2","2",45,1,-1,-1,-2,-2,-2,-75132.2916356425,29682.8007927362,83750,0,0,0,0,0,"0"
"16098",16098,30000,"2","2","1",42,1,2,2,2,4,3,-65560.3567795598,-8807.2791745319,1800,0,4200,0,0,0,"1"
"16099",16099,70000,"2","2","1",46,2,2,2,2,2,2,-47848.5475800044,-9450.98374898598,1700,1600,1000,1000,1500,0,"1"
"16100",16100,30000,"2","2","1",29,-1,-1,-1,-1,0,0,-108774.028015126,-1394.64230146811,1173,1370,880,500,0,1500,"1"
"16101",16101,50000,"2","2","1",30,0,0,0,0,-2,-2,-78670.4159231779,30215.6681173403,2000,1000,0,0,0,0,"1"
"16102",16102,570000,"2","1","2",32,0,0,0,0,0,0,-16873.7996711641,-6160.73998650602,3000,4880,3000,3000,3000,3000,"0"
"16103",16103,2e+05,"2","5","1",33,0,0,0,0,0,0,119728.795349871,-18523.6244522256,3112,50000,6760,3486,2476,2500,"0"
"16104",16104,10000,"2","2","1",37,-1,4,3,2,2,2,-104151.227532953,-1459.11145759955,0,0,500,400,0,36,"0"
"16105",16105,60000,"2","3","1",48,0,0,0,0,0,0,5866.82780893425,13018.0652986262,2500,2000,1900,1500,1300,1300,"1"
"16106",16106,220000,"2","2","2",46,0,0,0,2,2,0,98530.0498772881,-13912.040283224,4000,12000,3100,0,2900,3000,"1"
"16107",16107,60000,"2","2","2",42,0,0,0,0,0,0,38382.3105933711,-14531.8305167608,2350,2532,2510,3250,2900,2630,"1"
"16108",16108,280000,"2","2","1",42,2,0,0,0,0,0,237263.188923903,2719.47051321335,5000,10000,5000,5000,5000,5000,"1"
"16109",16109,10000,"2","2","2",31,0,0,0,0,0,0,-86009.6091157612,-4100.3319535563,1160,1331,1321,517,528,600,"0"
"16110",16110,2e+05,"2","1","2",31,0,0,0,0,0,0,329849.826670386,8407.05381240382,8500,9200,8000,7000,5000,5000,"0"
"16111",16111,2e+05,"2","2","1",33,0,0,0,0,0,0,-12745.4066962925,64776.1764832832,2034,3000,2083,10000,0,1286,"1"
"16112",16112,220000,"2","2","1",37,0,0,0,0,0,0,99350.4476691109,-47506.5659348567,3000,3000,3520,3000,106200,5000,"0"
"16113",16113,370000,"2","2","1",45,0,0,0,0,0,2,398194.723133876,-143236.606816546,10000,10000,10000,114000,10000,0,"0"
"16114",16114,1e+05,"2","2","1",36,0,0,0,0,0,0,-71048.8425373501,11329.2418836584,4021,3013,4031,3012,2006,3121,"0"
"16115",16115,290000,"2","2","1",45,0,0,0,0,0,0,106923.726016862,54064.1552080591,6000,4000,5500,2500,3000,3000,"0"
"16116",16116,20000,"2","3","1",43,1,-2,-2,-2,-2,-2,-110707.185535647,-1602.24528196806,0,0,0,0,0,0,"1"
"16117",16117,2e+05,"2","2","2",36,0,0,0,0,0,0,370211.237006532,-33366.5354284755,7279,8679,6300,6000,6000,22001,"1"
"16118",16118,110000,"2","3","2",33,0,0,0,0,0,0,-913.029447937713,-22235.7352459224,11000,40000,3526,4515,3000,0,"0"
"16119",16119,80000,"2","2","1",41,0,0,0,2,0,0,17208.0414725005,30129.0972043096,2130,5804,121,1003,853,1941,"0"
"16120",16120,1e+05,"2","2","1",36,0,0,0,0,0,0,125756.40416836,-17405.7620834775,4500,4600,4500,3500,3500,3500,"0"
"16121",16121,50000,"2","2","1",39,0,0,0,0,0,0,-27813.1706522299,1180.42694957729,1825,1593,1458,1186,1198,1114,"0"
"16122",16122,20000,"2","2","3",30,1,2,2,2,0,0,-65324.045596334,-7127.78358851803,0,2921,0,685,708,700,"1"
